Fx,Fy,Fz,Tx,Ty,Tz
-0.0458697509641092,0.00648890986728417,-0.16689373279645,0.000387780861638208,-0.00624548182823098,-0.000480040609062234
-0.0222458448882092,-0.0407031607659158,-0.30313351477145,0.00224912902776821,-0.00716845928691098,0.000891503943907766
-0.0694936570403092,-0.0407031607659158,-0.30313351477145,0.000387780861638208,-0.00716845928691098,-0.00116581276913223
-0.116741461741309,0.0772770176796842,-0.71185284579845,-0.00147356724628679,-0.00532250390388098,0.00294882065694777
-0.0458697509641092,-0.0171071254493158,-0.30313351477145,0.000387780861638208,-0.00809143674560098,0.000205731667424767
-0.0931175631163092,-0.0642991979451158,-0.30313351477145,0.000387780861638208,-0.00532250390388098,0.000205731667424767
-0.0222458448882092,-0.0642991979451158,-0.30313351477145,0.000387780861638208,-0.00532250390388098,-0.000480040609062234
-0.0694936570403092,-0.0407031607659158,-0.16689373279645,0.00131845494470321,-0.00532250390388098,-0.000480040609062234
-0.0458697509641092,0.0300849451838842,-0.16689373279645,0.000387780861638208,-0.00439952644519098,-0.000480040609062234
-0.187613187420309,-0.135087305757716,-0.71185284579845,0.000387780861638208,-0.00532250390388098,0.000205731667424767
-0.140365375268309,-0.0407031607659158,-0.16689373279645,0.00224912902776821,-0.00809143674560098,0.000205731667424767
-0.0694936570403092,0.0772770176796842,-0.16689373279645,0.00317980311083321,-0.011783347511691,-0.000480040609062234
-0.116741461741309,-0.0171071254493158,-0.16689373279645,0.00131845494470321,-0.00716845928691098,-0.000480040609062234
-0.0458697509641092,-0.0171071254493158,-0.16689373279645,0.00224912902776821,-0.00624548182823098,-0.00116581276913223
0.0250019672636908,0.00648890986728417,-0.03065395082045,0.00317980311083321,-0.00993739166297098,0.000205731667424767
0.0250019672636908,0.100873051133584,-0.57561307872345,0.00131845494470321,-0.00993739166297098,0.00294882065694777
-0.0458697509641092,0.00648890986728417,-0.30313351477145,0.00317980311083321,-0.00716845928691098,-0.00116581276913223
-0.0931175631163092,0.0300849451838842,-0.43937331164845,0.00317980311083321,-0.00993739166297098,-0.00116581276913223
0.0250019672636908,-0.0407031607659158,-0.30313351477145,0.000387780861638208,-0.00532250390388098,0.000891503943907766
-0.0694936570403092,-0.0407031607659158,-0.30313351477145,0.00317980311083321,-0.00809143674560098,-0.000480040609062234
-0.0222458448882092,0.0300849451838842,-0.16689373279645,0.00224912902776821,-0.00809143674560098,-0.00116581276913223
-0.0222458448882092,0.0300849451838842,-0.03065395082045,0.00224912902776821,-0.00901441466994098,-0.000480040609062234
0.0250019672636908,0.0536809805004842,-0.16689373279645,0.00411047713569321,-0.00993739166297098,-0.000480040609062234
-0.0694936570403092,-0.0171071254493158,-0.16689373279645,0.000387780861638208,-0.00439952644519098,0.000205731667424767
-0.0222458448882092,0.00648890986728417,-0.30313351477145,-0.000542893221426792,-0.00439952644519098,0.000205731667424767
-0.0458697509641092,0.00648890986728417,-0.30313351477145,-0.000542893221426792,-0.00532250390388098,0.00157727622039077
-0.0458697509641092,-0.0642991979451158,-0.03065395082045,0.00317980311083321,-0.00809143674560098,-0.00116581276913223
0.0486258733396908,0.00648890986728417,-0.57561307872345,0.000387780861638208,-0.00716845928691098,0.000891503943907766
-0.0458697509641092,0.00648890986728417,-0.30313351477145,0.00224912902776821,-0.00716845928691098,-0.000480040609062234
-0.0458697509641092,0.00648890986728417,-0.16689373279645,0.00131845494470321,-0.00809143674560098,-0.000480040609062234
-0.0458697509641092,-0.0407031607659158,-0.16689373279645,0.00224912902776821,-0.00624548182823098,0.000205731667424767
0.00137806118779082,0.00648890986728417,-0.30313351477145,0.00131845494470321,-0.00624548182823098,-0.000480040609062234
0.0486258733396908,0.00648890986728417,-0.30313351477145,0.00131845494470321,-0.010860369587291,0.000205731667424767
0.00137806118779082,0.0300849451838842,-0.30313351477145,0.00224912902776821,-0.00901441466994098,0.000891503943907766
-0.0222458448882092,0.00648890986728417,-0.30313351477145,0.00224912902776821,-0.00901441466994098,0.000205731667424767
-0.0222458448882092,0.00648890986728417,-0.16689373279645,0.00224912902776821,-0.00624548182823098,-0.00116581276913223
-0.0222458448882092,0.0300849451838842,-0.16689373279645,0.00131845494470321,-0.00716845928691098,-0.000480040609062234
-0.0222458448882092,-0.0171071254493158,-0.03065395082045,0.00411047713569321,-0.00809143674560098,0.000205731667424767
-0.0222458448882092,0.00648890986728417,-0.16689373279645,0.000387780861638208,-0.00439952644519098,-0.000480040609062234
-0.0458697509641092,-0.0407031607659158,-0.16689373279645,0.000387780861638208,-0.00439952644519098,0.000205731667424767
0.00137806118779082,0.00648890986728417,-0.16689373279645,0.00317980311083321,-0.00901441466994098,-0.00116581276913223
-0.0222458448882092,0.00648890986728417,-0.03065395082045,0.00504115127696321,-0.00809143674560098,-0.00116581276913223
-0.0458697509641092,-0.0171071254493158,-0.30313351477145,0.000387780861638208,-0.00532250390388098,0.000205731667424767
-0.0222458448882092,-0.0642991979451158,-0.30313351477145,0.000387780861638208,-0.00439952644519098,0.000205731667424767
0.0250019672636908,-0.0407031607659158,-0.43937331164845,0.00131845494470321,-0.00532250390388098,-0.000480040609062234
0.0250019672636908,-0.0642991979451158,-0.43937331164845,0.000387780861638208,-0.00439952644519098,0.000891503943907766
-0.0222458448882092,-0.0171071254493158,-0.30313351477145,0.00131845494470321,-0.00347654898651098,0.000205731667424767
-0.0222458448882092,0.0536809805004842,-0.16689373279645,0.00131845494470321,-0.00809143674560098,0.000891503943907766
-0.0222458448882092,0.00648890986728417,-0.16689373279645,0.00131845494470321,-0.00624548182823098,0.000205731667424767
0.00137806118779082,-0.0171071254493158,-0.30313351477145,-0.000542893221426792,-0.00809143674560098,-0.00116581276913223
0.00137806118779082,0.00648890986728417,-0.16689373279645,0.00224912902776821,-0.00809143674560098,-0.000480040609062234
0.0958736854915908,-0.0878952313990158,-0.57561307872345,0.00131845494470321,-0.00716845928691098,0.00226304849687777
0.0250019672636908,-0.0171071254493158,-0.43937331164845,-0.000542893221426792,-0.00532250390388098,0.000205731667424767
